,Intercept,diet[T.NC],mz,rt,nearest_distance,scan,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags,internalFilename,compound_type,manual_annotation,mz_diff,rt_diff,document,motif,probability,overlap,precursor.mass,retention.time,document.annotation,urine_mass2motif_78.m2m http://ms2lda.org/motifdb/motif/150868 Betaine related,euphorbia_motif_350.m2m http://ms2lda.org/motifdb/motif/151080 Import motif,motif_474,motif_418,euphorbia_motif_18.m2m http://ms2lda.org/motifdb/motif/151137 m/z 203 189,motif_313,motif_449,motif_400,motif_543,motif_478,motif_338,gnps_motif_43.m2m http://ms2lda.org/motifdb/motif/151021 Water loss - indicative of a free hydroxyl group – (in beer often seen in sugary structures),motif_388,motif_306,gnps_motif_38.m2m http://ms2lda.org/motifdb/motif/151045 Loss of CH2O2 - indicative for underivatized carboxilic acid group,motif_559,motif_451,motif_443,motif_469
531.298801862805_5.85152590454195,1.440922316485615,-0.7009586604311906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
405.263354504646_4.44544587227414,2.6226344670593456,-1.0596222193911515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
316.320654220561_7.5262373655914,1.0346875752746776,1.2235634712502517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
493.292311439818_8.07348521072797,1.1736765469848829,0.9637819020077742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
480.277960701922_4.10450945098038,2.4866495694458197,-0.981557062454506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
424.305299368134_5.52082181372549,2.1867442693054397,-1.509312322922035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
414.3577625307_8.37670914728682,1.7423515881836131,-1.3410476954653705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501.354238029658_8.73088988941548,2.4598899449646194,0.005230733566001788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
407.27918659226_5.28776122526635,4.078323658877583,-0.6793472083285295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387.252375228406_4.73214643137255,1.6450896825134471,-1.3344344409182511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
357.276926408048_5.41178759124087,2.4351716603576854,-1.0425919802859271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
437.193754742114_6.4970958937198,3.9349155988037294,-0.14543884117154704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
392.287714670898_4.83514948899371,3.1022227372467235,-0.12139051277188885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
407.279124652566_5.08921143187067,3.0538991059601024,-0.2510608943179093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
530.323941676123_7.80572341820986,2.1382341946899612,-1.3593911441042863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
389.267778395535_3.8207812601626,2.6725514497101024,-1.5234026225283586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
480.278047721465_5.44761842355175,2.7490225400268753,-3.306583336181923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537.389684115788_3.81720324786324,1.937025126391621,-1.9169768603518451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498.287588271718_4.64884253968253,2.187344607287617,-0.9501563819125138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518.298233199336_4.05748051587301,2.122816618853779,-0.872989586181923,518.298233199336,243.4488309523806,6.901444666905507,5882.0,M+H,81243,1.0,Spectral Match to Taurocholic acid from NIST14,Isolated,Data deposited by aaksenov,0.0,spectra/specs_ms.pklbin5882,,,Q-TOF,Positive,ESI,516.3,lib-00024.mgf,Bronze,3.0,0.84704,1.89146,0.0009765619999999999,1.0,GNPS-NIST14-MATCHES,Data from Karin,516.3,,236.843,13.0,,0.0,516.299,specs_ms.pklbin,CCMSLIB00003137327,253956.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.9982331993360276,-6.6058309523806145,5882.0,"motif_543,motif_449,gnps_motif_56.m2m","0.5540,0.1626,0.1863","0.7963,0.8450,1.0000",516.29901,236.843002,,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
356.266483513408_4.83733418803418,3.283969220095845,-0.3597270758822404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308.267253119937_6.91951650906225,2.1075234975158885,-3.83978741485624,308.267253119937,415.170990543735,4.222399468897631,412.0,M+H,1191419,1.0,Spectral Match to Linolenic acid ethyl ester from NIST14,Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin412,,,HCD,Positive,ESI,307.262,lib-00024.mgf,Bronze,3.0,0.9329629999999999,6.55519,0.00201416,1.0,GNPS-NIST14-MATCHES,Data from Rob Knight ,307.262,,411.07,8.0,,0.0,307.264,specs_ms.pklbin,CCMSLIB00003134536,91208.2,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.005253119936981,-4.1009905437350085,412.0,,,,307.26401,411.070007,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
417.192605250096_4.15267338902148,1.9126473035156444,-2.303369930572792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
420.277236856848_5.62666496124031,2.060350474292012,-2.6044711383059465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408.282698898866_4.41683645339652,2.2287793721496776,-0.6105202944949113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
367.210433854252_3.62910704671416,1.460310038500996,1.4635883359238662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
482.328522722191_5.93667773752012,3.625632342272968,-1.1837167056277238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
480.308962194524_7.60901093394077,4.464927252703876,0.07534808795900716,480.308962194524,456.5406560364462,2.631656212346521,5410.0,M+H,89576294,1.0,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin5410,,,QqIT,Positive,ESI,480.30800000000005,lib-00024.mgf,Bronze,3.0,0.884273,2.0332,0.0009765619999999999,1.0,GNPS-NIST14-MATCHES,Data from PDorrestein,480.30800000000005,,453.909,14.0,,0.0,480.309,specs_ms.pklbin,CCMSLIB00003137869,253206.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.0009621945239359775,-2.631656036446202,5410.0,motif_313,0.4940,0.6910,480.30899000000005,453.908997,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
482.324528310939_8.21509035687167,4.343351658755512,-0.6942042620852433,482.324528310939,492.9054214123002,8.721579763266673,5438.0,M+H,69747553,1.0,Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,Isolated,Data deposited by alchemistmatt,0.0,spectra/specs_ms.pklbin5438,,,HCD,Positive,ESI,482.32,lib-00024.mgf,Bronze,3.0,0.8778239999999999,10.3767,0.00500488,1.0,GNPS-NIST14-MATCHES,Data from Charles Ansong,482.32,,501.62699999999995,10.0,,0.0,482.325,specs_ms.pklbin,CCMSLIB00003140187,254153.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.004528310939008406,8.721578587699753,5438.0,,,,482.32500999999996,501.627014,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526.293138263893_7.22820057208237,3.8846383656799515,-0.8859652789309465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
544.337741195126_7.6882407153729,2.7547047700226024,0.5010530440136947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
566.321773188_7.21652679663608,2.3726397122680862,0.04766220729799642,566.321773188,432.9916077981648,3.103251968337199,6382.0,M+H,3436440,1.0,"Spectral Match to 1,2-Didecanoyl PC from NIST14",Isolated,Data deposited by lfnothias,0.0,spectra/specs_ms.pklbin6382,,,HCD,Positive,ESI,566.385,lib-00024.mgf,Bronze,3.0,0.82804,102.375,0.057983400000000004,1.0,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,566.385,,429.889,5.0,,0.0,566.327,specs_ms.pklbin,CCMSLIB00003138751,28486.6,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.06322681200003899,-3.1026077981647973,6382.0,motif_547,0.6829,0.9385,566.32703,429.889008,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
409.294659883989_5.84211790409898,1.9800253476440624,-1.1445333274081193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543.325525388159_7.18418409785933,1.5025716389953807,1.0897377220913924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
429.261360011739_5.46957857142856,2.1244302357971385,-0.7337550433352433,429.261360011739,328.1747142857136,6.718653257296087,4697.0,M+H, ,0.0,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole",Other,Daniel Demarque,426.89300000000003,spectra/specs_ms.pklbin4697,"InChI=1S/C11H11I2NO/c1-11(2)6-15-10(14-11)8-4-3-7(12)5-9(8)13/h3-5H,6H2,1-2H3", ,qTof,Positive,DI-ESI,427.9,lib-00010.mgf,Bronze,3.0,0.526621,867.03,0.371002,1.0,GNPS-LIBRARY,Giuliano Clososki,427.9, ,334.754,5.0,CC(CO1)(C)N=C1C2=CC=C(I)C=C2I,0.0,428.27099999999996,specs_ms.pklbin,CCMSLIB00000418011,26303.3,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.3613600117390092,6.579285714286414,4697.0,"motif_559,motif_388","0.1310,0.2070","0.6806,0.9468",428.27099999999996,334.753998,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
385.142359274265_3.19943572204125,2.214211043292256,-2.6692947657778703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594.336408662956_5.9001456937799,2.5114760960876663,-1.9052461894228896,594.336408662956,354.008741626794,10.42502206520427,6682.0,M+H, ,1.0,Tryptophan Conjugated Muricholic Acid,Lysate,Vargas,0.0,spectra/specs_ms.pklbin6682, , ,qTof,Positive,LC-ESI,595.374,lib-00010.mgf,Bronze,3.0,0.680823,3.58805,0.00213623,1.0,GNPS-LIBRARY,Wolefsky,595.374, ,364.38199999999995,8.0, ,0.0,595.372,specs_ms.pklbin,CCMSLIB00004679228,48907.4,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,1.0375913370439775,10.373258373205942,6682.0,"motif_474,motif_400,motif_418","0.1008,0.1090,0.1916","0.8798,0.4685,0.4005",595.3720099999999,364.38198900000003,,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
372.263461213841_5.26656155913978,2.0992789830505565,-0.9048129828646624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
502.284360101738_3.53420082101805,2.034174498492451,-1.4245838435366591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
318.300942131532_6.89979271636675,4.128462370806904,-2.883543423004433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
326.378366738621_8.83269985074626,3.9406898583709915,0.06843323390932454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
513.318684118812_8.76729608555286,1.7961936559021192,-0.2806056054308854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
463.301812054941_7.47511260536398,2.4187574948608592,-0.4088742049410783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
479.29703419817_7.11819069412662,2.5880919064819534,1.4857678426429786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511.394792590583_8.71562851500789,2.2648549641906937,-0.691318443603798,511.394792590583,522.9377109004733,2.5909037186879593,5813.0,M+H,72490825,1.0,Spectral Match to 1-Octadecyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by alchemistmatt,0.0,spectra/specs_ms.pklbin5813,,,QqIT,Positive,ESI,510.389,lib-00024.mgf,Bronze,3.0,0.711558,5.8596900000000005,0.00299072,1.0,GNPS-NIST14-MATCHES,Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric,510.389,,520.55,7.0,,0.0,510.392,specs_ms.pklbin,CCMSLIB00003137486,203125.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.0057925905829848,-2.387710900473394,5813.0,"motif_276,motif_547,motif_512","0.1971,0.1693,0.6038","0.3840,0.9027,0.4603",510.392,520.549988,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
371.255245805444_3.81160861767279,1.9966917599975782,-2.107571056671425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
414.357840908595_8.38522679814384,1.815248545581074,-1.4188875468447648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
413.304302751381_5.60894390804597,1.427696284228535,0.24779159706087486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
531.298983822141_5.84115467904099,1.5368280972778514,-0.8088940890505754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
318.300450066503_6.65642513471901,6.719992053085537,-0.5359803946688615,318.300450066503,399.38550808314056,0.7224921261536894,636.0,M+H,554-62-1,1.0,Phytosphingosine,Commercial standard,Amina,317.293,spectra/specs_ms.pklbin636,,,Q-TOF,Positive,ESI,318.301,lib-00010.mgf,Silver,2.0,0.914507,0.0,0.0,1.0,GNPS-LIBRARY,Dorrestein,318.301,,400.108,7.0,CCCCCCCCCCCCCCC(C(C(CO)N)O)O,0.0,318.301,specs_ms.pklbin,CCMSLIB00000077198,252794.0,UPDATE-SINGLE-ANNOTATED-SILVER, ,specs_ms.pklbin,,,0.0005499334969840675,0.7224919168594397,636.0,"gnps_motif_43.m2m,gnps_motif_56.m2m,motif_394","0.2164,0.2039,0.4816","1.0000,1.0000,0.6098",318.30099,400.108002,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
300.289812811399_6.95165011520737,5.9706635441124165,-0.05371504146604167,300.289812811399,417.0990069124422,2.044007074051787,359.0,M+H,123784,1.0,Spectral Match to D-erythro-C18-Sphingosine from NIST14,Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin359,,,QqQ,Positive,ESI,300.289,lib-00024.mgf,Bronze,3.0,0.9832270000000001,3.3537,0.00100708,1.0,GNPS-NIST14-MATCHES,Data from PDorrestein,300.289,,415.055,9.0,,0.0,300.29,specs_ms.pklbin,CCMSLIB00003139271,253821.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.0008128113989869235,-2.044006912442171,359.0,"gnps_motif_43.m2m,motif_394","0.4313,0.4935","1.0000,0.5182",300.29001,415.054993,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
326.378267733805_8.74212985762143,4.6161788071930125,-0.006078413315101727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
428.373296071116_8.84921367313916,4.428993281298848,-1.5653919490054091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
469.292380340137_8.41657999164577,1.628793772631855,1.2792928008362807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516.298860320732_4.63883601485148,3.9082828130066094,-0.7588240416720353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
512.303054478069_7.971721720679,1.7291589345276073,0.01670081298799886,512.303054478069,478.30330324074,2.0411806532927126,5810.0,M+H,50930239,1.0,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by pmallard,0.0,spectra/specs_ms.pklbin5810,,,HCD,Positive,ESI,510.356,lib-00024.mgf,Bronze,3.0,0.895633,11.7799,0.00601196,1.0,GNPS-NIST14-MATCHES,Data from Wolfender/Litaudon,510.356,,478.916,9.0,,0.0,510.36199999999997,specs_ms.pklbin,CCMSLIB00003134769,254764.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.9470544780690489,0.6126967592600181,5810.0,"motif_276,motif_547","0.3460,0.5222","0.4147,0.9136",510.36199999999997,478.915985,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302.304988355183_6.63584808868501,1.7890883054077342,0.25226719062776937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
332.315270168702_7.1055883756736,2.0537734593689163,-0.6386043341830216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
451.300104031693_7.45176027397259,2.3998742665588573,-0.9862534316256486,451.300104031693,447.10561643835536,6.183759787579399,5015.0,M+H,,1.0,"NCGC00180745-02_C28H36O5_2-Picenecarboxylic acid, 1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydro-10,11-dihydroxy-2,4a,6a,12b,14a-pentamethyl-8-oxo-, (2R,4aS,6aS,12bR,14aS,14bR)-",isolated,lfnothias,452.256,spectra/specs_ms.pklbin5015,"InChI=1S/C28H36O5/c1-24-6-7-25(2,23(32)33)15-22(24)28(5)11-9-26(3)17-13-20(31)19(30)12-16(17)18(29)14-21(26)27(28,4)10-8-24/h12-14,22,30-31H,6-11,15H2,1-5H3,(H,32,33)/t22-,24-,25-,26+,27-,28+/m1/s1",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,453.264,lib-00000.mgf,Gold,1.0,0.54037,141.188,0.06399540000000001,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,453.264,,441.24199999999996,5.0,C[C@]12CC[C@](C)(C[C@H]1[C@]3(C)CC[C@@]4(C)C5=C(C=C(O)C(=C5)O)C(=O)/C=C4/[C@@]3(C)CC2)C(O)=O,0.0,453.32800000000003,specs_ms.pklbin,CCMSLIB00000849718,7523.5,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,1.9638959683069857,-5.863616438355393,5015.0,euphorbia_motif_18.m2m,0.6903,0.3206,453.32800000000003,441.242004,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
342.372851290173_6.6145156769596,1.7896814908325391,-1.9331344874575576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
